,label,dimension1,dimension2,dimension3,dimension4,dimension5
0,1.0,-0.7063357559739384,-0.253192752857043,-0.02409269318192043,0.013263128265838076,0.026579580882887623
1,1.0,-0.4849768017717707,-0.008822891420635217,0.2804820475745331,0.07589823854013526,0.23863444661234165
2,1.0,-0.5211722661289452,-0.18918722167748148,-0.19621673624281571,-0.015783855244711216,-0.04504488192211194
3,1.0,-0.821643663444924,-0.5809055122572583,-0.08110971721711144,0.012235323224575122,0.004804701894351851
4,1.0,-0.20254638157095553,-0.059466574015118956,-0.30023994119550995,-0.10205129526055942,-0.10577652859059002
5,1.0,-0.6081901521202474,-0.4875191910543824,0.07543323207993637,-0.18415227426049455,0.06872971997592417
6,1.0,-0.5440473986436274,-0.3001964969263838,0.105074620940561,-0.04300602506526149,0.2399672617460586
7,1.0,-0.47435749548748973,-0.2981970205924973,0.002821493082717943,-0.08623519438274824,0.06938067264063223
8,1.0,-0.5004320119570942,-0.30760285892123934,0.23049361276918073,-0.024396988865770065,0.21972330737973866
9,1.0,-0.6275179686728701,-0.20632823288587476,0.1141479319647863,0.05969484805361481,0.04968226149956695
10,1.0,-0.7274671570917963,-0.35651204360910926,0.050419949004116706,-0.016883047964442635,0.05359553900317737
11,1.0,-0.37496774383264175,-0.22542453490427874,0.28613408292768655,-0.08427684700539641,0.09603715575674426
12,1.0,-0.44818828284820256,-0.23193813918262113,0.16790805342414303,-0.10889999068928298,0.1333554163698066
13,1.0,-0.6263453286759267,-0.3551386765713545,0.08583565788952827,-0.2801973010677932,0.333349579090439
14,1.0,-0.8357170112512698,-0.5380478024650094,0.11520294304674124,-0.1219116883278858,0.1577777899653284
15,1.0,-0.4719315679766548,-0.3374053854678849,0.0727821607326092,-0.20581443589400347,-0.055643987777656494
16,1.0,-0.42699090502750375,-0.4508426844199115,-0.054436552719391636,-0.18292259309988387,-0.12418633164945132
17,1.0,-0.3665957035520893,-0.3157503408790419,-0.05367905134455641,-0.29928805160577865,-0.10514692229355047
18,1.0,-0.7187885333456527,-0.5938813318982702,0.09664755675402982,-0.2845093158502469,0.021023963659573527
19,1.0,-0.4588849856396345,-0.1757822396114295,-0.04618901813228945,0.31330717125931146,0.034250829143778194
20,1.0,-0.661852288038142,-0.12783103158536313,0.01213422964866379,0.09565323296047509,-0.02285568924909712
21,1.0,-0.267900031953801,0.009811275653937595,-0.26843396188888424,0.26758568773358454,0.0878631742477457
22,1.0,-0.5997823988279931,0.0007824945226002204,0.003718254783522159,0.02830357769454157,0.1852389675950085
23,0.0,-0.4178947999370138,0.11378690097270132,0.03768131932859575,-0.0036485379555986123,0.04462902736505267
24,0.0,-0.44994039168693756,0.0983771974086479,-0.11918478646117547,-0.009418453045811227,0.06531552638026437
25,1.0,-0.21578779516971588,0.009262703313640448,-0.4747449719194971,-0.34606196044436255,-0.23615023353772663
26,1.0,-0.41553199570253174,-0.1554703849001593,0.007117479610611862,-0.11148041092873241,0.13110691886405854
27,1.0,-0.28394697007355135,-0.08973642622503156,0.27160569214272967,-0.008176529427239058,0.10649613381817195
28,1.0,-0.47509922696507056,-0.0880516479352777,-0.18662147166174914,-0.21608994754331154,0.040811550453108594
29,1.0,-0.5143964692959472,-0.10460250195341556,0.1204725163777231,0.057307538046513624,0.17553488855680696
30,1.0,-0.5209658119510375,-0.2584308843861458,-0.10897900779203482,-0.20155565033655917,-0.1768205422125683
31,1.0,-0.575738232641882,-0.3611557879692853,0.11326690752265213,-0.04589269650837852,-0.10102207075503052
32,1.0,-0.30214463880672304,-0.05149430641522892,0.04322296778726901,-0.22673082278617432,0.1353528363409077
33,1.0,-0.3670219714878792,-0.2686166298718987,-0.08599779668802342,-0.4826436771508137,-0.0410886825295525
34,1.0,-0.3030224681173558,-0.12141320164109412,0.05016390701094486,-0.08691532052457066,-0.07054558263241376
35,1.0,-0.4583388776416858,-0.0303098821876441,-0.07903004251551712,0.03821640822501627,-0.02061512722224862
36,1.0,-0.27156632474012343,-0.07612384058168065,0.050540169541442304,-0.15182631176662814,-0.03807604281399306
37,1.0,-0.2320041887805349,-0.050330276265271985,0.14644544480087363,-0.10332688046246831,-0.046563240645965655
38,0.0,-0.3054804033914171,0.061677556269284534,0.30086623141074825,-0.03440927341052064,0.08745093827794227
39,1.0,-0.5196050330379148,-0.31383006147166886,-0.16767054984351668,0.4132107826620124,0.14857852302726932
40,1.0,-0.5305751143582872,-0.1295366226701523,-0.07987875900018755,-0.00236973676117708,-0.006222927916715864
41,1.0,-0.18704452557053114,-0.12483030599971215,-0.06658919955821137,0.2667183003408479,0.2621977931465549
42,1.0,-0.7055081974474836,-0.23695158172967526,0.0027698711375064725,0.16408721301551493,0.05310662800571041
43,1.0,-0.11151729877638399,-0.06931586374837638,-0.1900465674950977,0.28577739901469035,0.1969720371178046
44,1.0,-0.46736065166416646,-0.004173057947184964,0.012999301634350112,0.11490409501664701,0.01674556239952852
45,1.0,-0.2901228005049378,-0.3672210627943886,-0.20646139045748096,0.19830292114323256,0.2274196543744796
46,1.0,-0.5832593702171348,-0.3090004811654623,-0.16028315866639986,0.19506336685075268,0.3002568629222747
47,1.0,-0.6202790286065462,-0.19381063078197713,0.0848239401733405,0.1621278685244881,0.05576850264006008
48,1.0,-0.39482236979249796,-0.2935989701810615,-0.01430538931535146,-0.06315820084828572,0.002660929689073229
49,1.0,-0.5596201611830267,-0.40827057904743935,0.05253998194198609,-0.1215310506327849,0.007954082531126798
50,1.0,-0.6317213426093585,-0.15307510382013406,0.25689375580324886,0.17728638023814156,0.030857817380664582
51,1.0,-0.6194299068901966,-0.18957707433023138,0.06397051922053539,-0.042199180788796906,0.0289835487342454
52,1.0,-0.7310574664323576,-0.3528821729370492,-0.021161196838713845,-0.09531524496516078,0.08812298417882726
53,1.0,-0.44637239109178783,-0.375445366898909,-0.013089687463062643,-0.27618242820980093,0.019702896565555253
54,1.0,-0.47227168601954395,-0.21758377506956708,0.1670297933757068,0.12809867626312593,-0.05429877546484342
55,1.0,-0.5265194748613792,-0.24735341160835483,-0.03821784375387545,0.08552809968290848,-0.23252381975970662
56,1.0,-0.580922837679425,-0.296118381635174,0.03485631835795723,0.06251924056624844,-0.005938768477160484
57,1.0,-0.4564996599158437,-0.25417286056582455,-0.0033896971506024776,-0.12893118163769657,-0.003386342035056333
58,1.0,-0.6686733057944824,-0.3736266919481526,0.06871725883506521,0.04757496342739085,-0.13533915213536896
59,0.0,0.23661213113714688,0.4158976792119208,0.8358210657761522,0.12736068132377645,0.21433300695537183
60,0.0,0.4110830172088744,0.23904205629752784,0.3263476809788807,-0.5601518642412128,0.12319001948315754
61,0.0,0.4534661450533516,0.11538704309110245,0.3399425693145759,-0.26368096763944815,0.03697355848724415
62,0.0,-0.0102908723290334,0.14405831199130997,0.3892844537296899,-0.0689443886735719,0.1188054196450571
63,0.0,-0.45368070833041074,0.3585913099280062,0.04159142292112491,0.11358204319747713,-0.12602716865069957
64,0.0,0.1858890689913408,0.43197061182508595,0.12013034752990848,-0.3008545061036708,-0.0766855167533521
65,0.0,-0.13251439981175897,0.1770252321352529,0.057536284086195634,-0.18954537143218894,-0.15705500899200922
66,0.0,-0.48166073292930567,0.2482215092823942,0.2113387212337357,0.11687691453699377,0.15969831691107744
67,0.0,-0.13735979016157512,0.43128161069177423,0.19393501265450616,0.08054996556294786,0.08590673615801724
68,1.0,0.22015782906003187,0.02607390733680945,0.2725964177715369,-0.43940388070701236,0.06839235333197387
69,0.0,-0.3450315443539117,0.3161344859854047,0.38219937539050414,0.2604211465401477,-0.35625567616242515
70,0.0,0.3679434084157719,0.15591642824641833,0.3068329311204828,-0.056553166164934165,-0.15721174334889437
71,0.0,-0.40832435073245504,0.2219976031710094,-0.19639692574052078,6.959677529916508e-05,-0.12354577760068737
72,0.0,0.07542113153048363,0.19612961980322763,0.07801229622460347,0.0896132536892202,-0.04529971222086299
73,0.0,-0.5992765569827557,0.08583317923986591,-0.36028403602969256,-0.052155918926574625,-0.48299081191877263
74,0.0,-0.45956226089732954,0.27740631819933403,0.053195618703750704,0.17271950717222342,-0.2688528315551572
75,0.0,0.23186090313245916,0.4394992763828005,0.3564824049970437,0.038867021340332,-1.3393382214520347e-05
76,0.0,-0.06493976550691241,0.31081639399489186,0.46878207432989966,0.11374171580645408,0.04274609123557902
77,0.0,0.3237363706172214,0.3221913122319793,0.05146130081160482,0.0417918767917064,0.04286821332626654
78,0.0,-0.1339286220841756,0.16785729250653364,0.3203283473336053,-0.02522706885463751,-0.23885428865465402
79,0.0,-0.0863464613983473,0.2509418908718359,-0.45433787695502986,0.037503167779992075,0.14017714749796692
80,0.0,-0.1874773155336056,0.6497763718191419,0.1554355522041936,-0.02621961298389467,0.0082690935778817
